write_design_id,proposed_action,legacy_partner_source,legacy_partner_id,partner_name,tax_number,tax_number_policy,dedup_key_type,dedup_key,sources,source_row_count,merge_strategy,customer_flag,supplier_flag,rollback_key_source,rollback_key_legacy_id,source_dry_run_row_no,db_write
partner_l4_missing_tax_duplicate_group_0001,create_merged_partner_without_tax_number,cooperat_company,7620e052f0ca4d13aa12a5013d40c591,上海建业信息科技股份有限公司,,allowed_blank_by_user_policy,exact_name,上海建业信息科技股份有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,7620e052f0ca4d13aa12a5013d40c591,19,false
partner_l4_missing_tax_duplicate_group_0002,create_merged_partner_without_tax_number,cooperat_company,3373797eb3b64dee890de9ca210570cc,中交一公局海威工程建设有限公司,,allowed_blank_by_user_policy,exact_name,中交一公局海威工程建设有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,3373797eb3b64dee890de9ca210570cc,42,false
partner_l4_missing_tax_duplicate_group_0003,create_merged_partner_without_tax_number,cooperat_company,119e3bb58e0d41e6892d645e9c27926c,中仪国际招标有限公司,,allowed_blank_by_user_policy,exact_name,中仪国际招标有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,119e3bb58e0d41e6892d645e9c27926c,45,false
partner_l4_missing_tax_duplicate_group_0004,create_merged_partner_without_tax_number,cooperat_company,27af3fdab1a541888120f261ac87d78e,中国人民解放军陆军特色医学中心,,allowed_blank_by_user_policy,exact_name,中国人民解放军陆军特色医学中心,company,2,merge_by_exact_name,true,false,cooperat_company,27af3fdab1a541888120f261ac87d78e,80,false
partner_l4_missing_tax_duplicate_group_0005,create_merged_partner_without_tax_number,company_supplier,15354c616f5046169ee325fd62f4c4b1,中国人民财产保险股份有限公司德阳市分公司,,allowed_blank_by_user_policy,exact_name,中国人民财产保险股份有限公司德阳市分公司,company;supplier,3,merge_by_exact_name,true,true,company_supplier,15354c616f5046169ee325fd62f4c4b1,83,false
partner_l4_missing_tax_duplicate_group_0006,create_merged_partner_without_tax_number,cooperat_company,317dfb0a49914aedbc71a4784b85e282,中国平安财产保险股份有限公司天津分公司,,allowed_blank_by_user_policy,exact_name,中国平安财产保险股份有限公司天津分公司,company,4,merge_by_exact_name,true,false,cooperat_company,317dfb0a49914aedbc71a4784b85e282,108,false
partner_l4_missing_tax_duplicate_group_0007,create_merged_partner_without_tax_number,cooperat_company,269D7E9D1400424683B5F4E04C1B1A06,中国建筑一局（集团）有限公司,,allowed_blank_by_user_policy,exact_name,中国建筑一局（集团）有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,269D7E9D1400424683B5F4E04C1B1A06,110,false
partner_l4_missing_tax_duplicate_group_0008,create_merged_partner_without_tax_number,cooperat_company,9D598AA886B8493D8143D98EF587F685,中国建筑第八工程局有限公司,,allowed_blank_by_user_policy,exact_name,中国建筑第八工程局有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,9D598AA886B8493D8143D98EF587F685,111,false
partner_l4_missing_tax_duplicate_group_0009,create_merged_partner_without_tax_number,cooperat_company,4e1beb51a1024c5381a64cc72dcb47df,中国建筑第六工程局有限公司,,allowed_blank_by_user_policy,exact_name,中国建筑第六工程局有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,4e1beb51a1024c5381a64cc72dcb47df,112,false
partner_l4_missing_tax_duplicate_group_0010,create_merged_partner_without_tax_number,cooperat_company,099cc4630a5b49d09cb90f70ed8144b3,中国建筑第四工程局有限公司,,allowed_blank_by_user_policy,exact_name,中国建筑第四工程局有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,099cc4630a5b49d09cb90f70ed8144b3,113,false
partner_l4_missing_tax_duplicate_group_0011,create_merged_partner_without_tax_number,cooperat_company,2dc5de81fff64fda8373debaecaac98a,中国机电工程招标有限公司,,allowed_blank_by_user_policy,exact_name,中国机电工程招标有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,2dc5de81fff64fda8373debaecaac98a,119,false
partner_l4_missing_tax_duplicate_group_0012,create_merged_partner_without_tax_number,cooperat_company,1459E0CA0CFD444C8B5212B596490A04,中国石油天然气第七建设有限公司,,allowed_blank_by_user_policy,exact_name,中国石油天然气第七建设有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,1459E0CA0CFD444C8B5212B596490A04,132,false
partner_l4_missing_tax_duplicate_group_0013,create_merged_partner_without_tax_number,cooperat_company,04a8710a44ed45328929449164d6de56,中国石油天然气股份有限公司四川销售分公司,,allowed_blank_by_user_policy,exact_name,中国石油天然气股份有限公司四川销售分公司,company,4,merge_by_exact_name,true,false,cooperat_company,04a8710a44ed45328929449164d6de56,134,false
partner_l4_missing_tax_duplicate_group_0014,create_merged_partner_without_tax_number,cooperat_company,587c5af87ae14c5392b4406df6c6551c,中国第二重型机械集团(德阳)万安物业发展有限公司,,allowed_blank_by_user_policy,exact_name,中国第二重型机械集团(德阳)万安物业发展有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,587c5af87ae14c5392b4406df6c6551c,155,false
partner_l4_missing_tax_duplicate_group_0015,create_merged_partner_without_tax_number,cooperat_company,82931e90ee2746ae9c97b7d58d614a54,中建二局第二建筑工程有限公司,,allowed_blank_by_user_policy,exact_name,中建二局第二建筑工程有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,82931e90ee2746ae9c97b7d58d614a54,178,false
partner_l4_missing_tax_duplicate_group_0016,create_merged_partner_without_tax_number,cooperat_company,8d8201f8a31346cfb19f301bdba8330d,中建四局第一建设有限公司,,allowed_blank_by_user_policy,exact_name,中建四局第一建设有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,8d8201f8a31346cfb19f301bdba8330d,182,false
partner_l4_missing_tax_duplicate_group_0017,create_merged_partner_without_tax_number,cooperat_company,36754034ace34b49a49ce21131f0541c,中惠保险经纪有限公司,,allowed_blank_by_user_policy,exact_name,中惠保险经纪有限公司,company,5,merge_by_exact_name,true,false,cooperat_company,36754034ace34b49a49ce21131f0541c,187,false
partner_l4_missing_tax_duplicate_group_0018,create_merged_partner_without_tax_number,cooperat_company,33395bc28e964194abc3564ec362d277,中核（上海）供应链管理有限公司,,allowed_blank_by_user_policy,exact_name,中核（上海）供应链管理有限公司,company,5,merge_by_exact_name,true,false,cooperat_company,33395bc28e964194abc3564ec362d277,193,false
partner_l4_missing_tax_duplicate_group_0019,create_merged_partner_without_tax_number,cooperat_company,4fadd8e3f4f044d095901147547fce0a,中江凯兴建设投资有限公司,,allowed_blank_by_user_policy,exact_name,中江凯兴建设投资有限公司,company,3,merge_by_exact_name,true,false,cooperat_company,4fadd8e3f4f044d095901147547fce0a,198,false
partner_l4_missing_tax_duplicate_group_0020,create_merged_partner_without_tax_number,cooperat_company,6adbc8d2a40a40d9acd1ffe659442ee5,中江县殡仪馆,,allowed_blank_by_user_policy,exact_name,中江县殡仪馆,company,2,merge_by_exact_name,true,false,cooperat_company,6adbc8d2a40a40d9acd1ffe659442ee5,221,false
partner_l4_missing_tax_duplicate_group_0021,create_merged_partner_without_tax_number,cooperat_company,07ccebac69384cc8a87e22d86c26f15e,中江县水利局,,allowed_blank_by_user_policy,exact_name,中江县水利局,company,2,merge_by_exact_name,true,false,cooperat_company,07ccebac69384cc8a87e22d86c26f15e,222,false
partner_l4_missing_tax_duplicate_group_0022,create_merged_partner_without_tax_number,cooperat_company,27b2d90979824a70bfa942c7c8b32876,中江县财政局,,allowed_blank_by_user_policy,exact_name,中江县财政局,company,2,merge_by_exact_name,true,false,cooperat_company,27b2d90979824a70bfa942c7c8b32876,233,false
partner_l4_missing_tax_duplicate_group_0023,create_merged_partner_without_tax_number,cooperat_company,0A13302740D84FE8822D78EB8A31A311,中江县辑庆镇尖寨村股份经济合作联合社,,allowed_blank_by_user_policy,exact_name,中江县辑庆镇尖寨村股份经济合作联合社,company,2,merge_by_exact_name,true,false,cooperat_company,0A13302740D84FE8822D78EB8A31A311,237,false
partner_l4_missing_tax_duplicate_group_0024,create_merged_partner_without_tax_number,cooperat_company,0c942819a1654d8d8a933b14557623e9,中铁一局集团铁路建设有限公司,,allowed_blank_by_user_policy,exact_name,中铁一局集团铁路建设有限公司,company,3,merge_by_exact_name,true,false,cooperat_company,0c942819a1654d8d8a933b14557623e9,258,false
partner_l4_missing_tax_duplicate_group_0025,create_merged_partner_without_tax_number,cooperat_company,cad3f759f4af431f8ce71376bb40cc69,中铁八局集团有限公司,,allowed_blank_by_user_policy,exact_name,中铁八局集团有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,cad3f759f4af431f8ce71376bb40cc69,263,false
partner_l4_missing_tax_duplicate_group_0026,create_merged_partner_without_tax_number,cooperat_company,2244f8ba357a4d63b6217a2904102558,中铁十九局集团有限公司,,allowed_blank_by_user_policy,exact_name,中铁十九局集团有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,2244f8ba357a4d63b6217a2904102558,265,false
partner_l4_missing_tax_duplicate_group_0027,create_merged_partner_without_tax_number,cooperat_company,9d04bff9ac15462e98252a7916b0e505,中铁十八局集团有限公司,,allowed_blank_by_user_policy,exact_name,中铁十八局集团有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,9d04bff9ac15462e98252a7916b0e505,273,false
partner_l4_missing_tax_duplicate_group_0028,create_merged_partner_without_tax_number,cooperat_company,BEE0150FCC934C1BA1E766303846DC24,中铁十八局集团有限公司巴中恩阳临港产业园项目经理部,,allowed_blank_by_user_policy,exact_name,中铁十八局集团有限公司巴中恩阳临港产业园项目经理部,company,2,merge_by_exact_name,true,false,cooperat_company,BEE0150FCC934C1BA1E766303846DC24,274,false
partner_l4_missing_tax_duplicate_group_0029,create_merged_partner_without_tax_number,cooperat_company,7b4a1dfcb7b1494d8fc0fb3c68bee63d,丰都项目劳务公司,,allowed_blank_by_user_policy,exact_name,丰都项目劳务公司,company,5,merge_by_exact_name,true,false,cooperat_company,7b4a1dfcb7b1494d8fc0fb3c68bee63d,292,false
partner_l4_missing_tax_duplicate_group_0030,create_merged_partner_without_tax_number,cooperat_company,34ae583a09d34a25864e4a1f7ec631e6,二重德阳储能科技有限公司,,allowed_blank_by_user_policy,exact_name,二重德阳储能科技有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,34ae583a09d34a25864e4a1f7ec631e6,309,false
partner_l4_missing_tax_duplicate_group_0031,create_merged_partner_without_tax_number,cooperat_company,4117359e2f71442cad82b68176edc60f,二重（德阳）重型装备有限公司,,allowed_blank_by_user_policy,exact_name,二重（德阳）重型装备有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,4117359e2f71442cad82b68176edc60f,312,false
partner_l4_missing_tax_duplicate_group_0032,create_merged_partner_without_tax_number,company_supplier,0974505ed1654933a59898852a8f164a,京东五星电器（四川）集团有限公司德阳分公司,,allowed_blank_by_user_policy,exact_name,京东五星电器（四川）集团有限公司德阳分公司,company;supplier,3,merge_by_exact_name,true,true,company_supplier,0974505ed1654933a59898852a8f164a,327,false
partner_l4_missing_tax_duplicate_group_0033,create_merged_partner_without_tax_number,cooperat_company,2af09d4637db4c46b289f59063d7202c,什邡市回澜镇人民政府,,allowed_blank_by_user_policy,exact_name,什邡市回澜镇人民政府,company,2,merge_by_exact_name,true,false,cooperat_company,2af09d4637db4c46b289f59063d7202c,331,false
partner_l4_missing_tax_duplicate_group_0034,create_merged_partner_without_tax_number,cooperat_company,8B453C7C19D94FCA9DD428C5BB216A0F,伟宸建设集团有限公司,,allowed_blank_by_user_policy,exact_name,伟宸建设集团有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,8B453C7C19D94FCA9DD428C5BB216A0F,357,false
partner_l4_missing_tax_duplicate_group_0035,create_merged_partner_without_tax_number,cooperat_company,af92191fafbb4a3db361973efd89ce1e,保利长大工程有限公司,,allowed_blank_by_user_policy,exact_name,保利长大工程有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,af92191fafbb4a3db361973efd89ce1e,387,false
partner_l4_missing_tax_duplicate_group_0036,create_merged_partner_without_tax_number,cooperat_company,157af797b0474331b93e3cf586ba4d0c,公诚管理咨询有限公司,,allowed_blank_by_user_policy,exact_name,公诚管理咨询有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,157af797b0474331b93e3cf586ba4d0c,401,false
partner_l4_missing_tax_duplicate_group_0037,create_merged_partner_without_tax_number,cooperat_company,017a56d78ef043d191c7435f79130e36,农民工专户,,allowed_blank_by_user_policy,exact_name,农民工专户,company,8,merge_by_exact_name,true,false,cooperat_company,017a56d78ef043d191c7435f79130e36,408,false
partner_l4_missing_tax_duplicate_group_0038,create_merged_partner_without_tax_number,cooperat_company,32c60f33a567466c8bd466249b377c3c,剑阁农商银行零余额账户垫款户,,allowed_blank_by_user_policy,exact_name,剑阁农商银行零余额账户垫款户,company,3,merge_by_exact_name,true,false,cooperat_company,32c60f33a567466c8bd466249b377c3c,467,false
partner_l4_missing_tax_duplicate_group_0039,create_merged_partner_without_tax_number,cooperat_company,287f52835d0441d690c0188d13eb6b5c,剑阁县公兴镇人民政府,,allowed_blank_by_user_policy,exact_name,剑阁县公兴镇人民政府,company,2,merge_by_exact_name,true,false,cooperat_company,287f52835d0441d690c0188d13eb6b5c,470,false
partner_l4_missing_tax_duplicate_group_0040,create_merged_partner_without_tax_number,cooperat_company,bb4fe8d224ca4e869aa125f4d4398670,剑阁县国库集中支付中心,,allowed_blank_by_user_policy,exact_name,剑阁县国库集中支付中心,company,2,merge_by_exact_name,true,false,cooperat_company,bb4fe8d224ca4e869aa125f4d4398670,472,false
partner_l4_missing_tax_duplicate_group_0041,create_merged_partner_without_tax_number,cooperat_company,474573b2fdf64b03bc3f838144f1f7cc,办公用品,,allowed_blank_by_user_policy,exact_name,办公用品,company,2,merge_by_exact_name,true,false,cooperat_company,474573b2fdf64b03bc3f838144f1f7cc,484,false
partner_l4_missing_tax_duplicate_group_0042,create_merged_partner_without_tax_number,cooperat_company,6f6742a3-6e27-41ea-88d3-8f11b7b9444b,劳务人工,,allowed_blank_by_user_policy,exact_name,劳务人工,company,2,merge_by_exact_name,true,false,cooperat_company,6f6742a3-6e27-41ea-88d3-8f11b7b9444b,488,false
partner_l4_missing_tax_duplicate_group_0043,create_merged_partner_without_tax_number,cooperat_company,4a9156aba44040d399d7dfe9dd709994,北京世标认证中心有限公司成都分公司,,allowed_blank_by_user_policy,exact_name,北京世标认证中心有限公司成都分公司,company,6,merge_by_exact_name,true,false,cooperat_company,4a9156aba44040d399d7dfe9dd709994,492,false
partner_l4_missing_tax_duplicate_group_0044,create_merged_partner_without_tax_number,cooperat_company,0d6b4b24f9434d15996b2f5349b749b7,北京筑龙信息技术有限责任公司,,allowed_blank_by_user_policy,exact_name,北京筑龙信息技术有限责任公司,company,2,merge_by_exact_name,true,false,cooperat_company,0d6b4b24f9434d15996b2f5349b749b7,501,false
partner_l4_missing_tax_duplicate_group_0045,create_merged_partner_without_tax_number,cooperat_company,05388d5c32cc4d209c350e1e5c5cf937,华略创新（成都）科技有限公司,,allowed_blank_by_user_policy,exact_name,华略创新（成都）科技有限公司,company,5,merge_by_exact_name,true,false,cooperat_company,05388d5c32cc4d209c350e1e5c5cf937,509,false
partner_l4_missing_tax_duplicate_group_0046,create_merged_partner_without_tax_number,cooperat_company,17ed3cad60174b1197d86c09911738d1,吉林市龙麒工程造价咨询有限责任公司西藏分公司,,allowed_blank_by_user_policy,exact_name,吉林市龙麒工程造价咨询有限责任公司西藏分公司,company,6,merge_by_exact_name,true,false,cooperat_company,17ed3cad60174b1197d86c09911738d1,540,false
partner_l4_missing_tax_duplicate_group_0047,create_merged_partner_without_tax_number,cooperat_company,2ebcc4db-824d-460a-a666-e3aca0ba2316,四川七星劳务有限公司成都分公司,,allowed_blank_by_user_policy,exact_name,四川七星劳务有限公司成都分公司,company,2,merge_by_exact_name,true,false,cooperat_company,2ebcc4db-824d-460a-a666-e3aca0ba2316,632,false
partner_l4_missing_tax_duplicate_group_0048,create_merged_partner_without_tax_number,cooperat_company,a0ebb98bce7d49d5ae07871c2fe012dc,四川伟腾律师事务所,,allowed_blank_by_user_policy,exact_name,四川伟腾律师事务所,company,2,merge_by_exact_name,true,false,cooperat_company,a0ebb98bce7d49d5ae07871c2fe012dc,666,false
partner_l4_missing_tax_duplicate_group_0049,create_merged_partner_without_tax_number,cooperat_company,3a9d62bec8fd47b18e2d7cc715be775e,四川保盛建设集团有限公司,,allowed_blank_by_user_policy,exact_name,四川保盛建设集团有限公司,company,4,merge_by_exact_name,true,false,cooperat_company,3a9d62bec8fd47b18e2d7cc715be775e,671,false
partner_l4_missing_tax_duplicate_group_0050,create_merged_partner_without_tax_number,cooperat_company,2be3860a5645448ea6e4d3aa7fbb4780,四川信联云航科技有限公司,,allowed_blank_by_user_policy,exact_name,四川信联云航科技有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,2be3860a5645448ea6e4d3aa7fbb4780,677,false
partner_l4_missing_tax_duplicate_group_0051,create_merged_partner_without_tax_number,cooperat_company,315fb24390284169994604287c617fc6,四川兴溯道劳务有限公司,,allowed_blank_by_user_policy,exact_name,四川兴溯道劳务有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,315fb24390284169994604287c617fc6,686,false
partner_l4_missing_tax_duplicate_group_0052,create_merged_partner_without_tax_number,cooperat_company,0010a8bd2fba4fe68eec1bfca50a5b17,四川兴诚信工程造价事务所有限公司,,allowed_blank_by_user_policy,exact_name,四川兴诚信工程造价事务所有限公司,company,6,merge_by_exact_name,true,false,cooperat_company,0010a8bd2fba4fe68eec1bfca50a5b17,689,false
partner_l4_missing_tax_duplicate_group_0053,create_merged_partner_without_tax_number,cooperat_company,6d7824667f8e43cea69c84641aa02b68,四川分包单位测试单位,,allowed_blank_by_user_policy,exact_name,四川分包单位测试单位,company,2,merge_by_exact_name,true,false,cooperat_company,6d7824667f8e43cea69c84641aa02b68,694,false
partner_l4_missing_tax_duplicate_group_0054,create_merged_partner_without_tax_number,cooperat_company,322962C05B7C4FFABE86FD6DA3D6F2A7,四川启美实业有限公司,,allowed_blank_by_user_policy,exact_name,四川启美实业有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,322962C05B7C4FFABE86FD6DA3D6F2A7,725,false
partner_l4_missing_tax_duplicate_group_0055,create_merged_partner_without_tax_number,company_supplier,774e6ae549d341c9962cea7c6feb3ab7,四川安高消防工程有限公司中江分公司,,allowed_blank_by_user_policy,exact_name,四川安高消防工程有限公司中江分公司,company;supplier,3,merge_by_exact_name,true,true,company_supplier,774e6ae549d341c9962cea7c6feb3ab7,740,false
partner_l4_missing_tax_duplicate_group_0056,create_merged_partner_without_tax_number,cooperat_company,2d9fef40cfac4181b52143ae1deda487,四川山水美地农业投资有限公司,,allowed_blank_by_user_policy,exact_name,四川山水美地农业投资有限公司,company,2,merge_by_exact_name,true,false,cooperat_company,2d9fef40cfac4181b52143ae1deda487,751,false
partner_l4_missing_tax_duplicate_group_0057,create_merged_partner_without_tax_number,cooperat_company,43273b1e76a24a9ea2271831801616ce,四川川正工程检测有限公司,,allowed_blank_by_user_policy,exact_name,四川川正工程检测有限公司,company,5,merge_by_exact_name,true,false,cooperat_company,43273b1e76a24a9ea2271831801616ce,756,false
